adsh,tag,version,ddate,qtrs,uom,segments,coreg,value,footnote
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,13288900000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=ForeignGovernmentDebtSecurities;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USTreasuryAndGovernment;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USTreasuryAndGovernment;,,7367500000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FinancialInstrument=CorporateDebtSecurities;,,163800000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FinancialInstrument=USStatesAndPoliticalSubdivisions;,,297600000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USTreasuryAndGovernment;,,8172400000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,313100000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=SubSovereignSupranationalAndNonUsAgencyBonds;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USStatesAndPoliticalSubdivisions;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=CommercialMortgageBackedSecurities;,,409000000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FinancialInstrument=USTreasuryAndGovernment;,,8172400000.0,
0000073124-26-000016,DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,us-gaap/2025,20241231,0,USD,FinancialInstrument=CorporateDebtSecurities;,,351600000.0,
0000073124-26-000016,DefinedBenefitPlanBenefitObligationIncreaseDecreaseForAmortizationPeriodAdjustment,0000073124-26-000016,20231231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,83000000.0,
0000073124-26-000016,DividendsPreferredStock,us-gaap/2025,20251231,4,USD,,,41800000.0,
0000073124-26-000016,EarningsPerShareDiluted,us-gaap/2025,20231231,4,USD,,,5.08,
0000073124-26-000016,EffectOfExchangeRateOnCashCashEquivalentsRestrictedCashAndRestrictedCashEquivalents,us-gaap/2025,20251231,4,USD,,,656400000.0,
0000073124-26-000016,EquipmentAndSoftwareExpense,0000073124-26-000016,20231231,4,USD,,,945500000.0,
0000073124-26-000016,EquipmentAndSoftwareExpense,0000073124-26-000016,20241231,4,USD,,,1075000000.0,
0000073124-26-000016,FederalFundsPurchased,us-gaap/2025,20241231,0,USD,,,2159500000.0,
0000073124-26-000016,FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,0.0,
0000073124-26-000016,FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,us-gaap/2025,20251231,0,USD,,,2654100000.0,
0000073124-26-000016,FederalReserveAndForeignCentralBankDeposits,0000073124-26-000016,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,38775400000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20241231,0,USD,FinancingReceivablePortfolioSegment=CommercialPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=CommercialRealEstate;InternalCreditAssessment=SixToNineInternalGrade;,,166200000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20241231,0,USD,FinancingReceivablePortfolioSegment=CommercialPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=ForeignCommercialLoans;InternalCreditAssessment=SixToNineInternalGrade;,,14500000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancingReceivablePortfolioSegment=CommercialPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=CommercialRealEstate;,,5272200000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancingReceivablePortfolioSegment=CommercialPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=CommercialRealEstateMortgage;,,4812900000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancingReceivablePortfolioSegment=CommercialPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=ForeignCommercialLoans;,,2190100000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancingReceivablePortfolioSegment=ConsumerPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=ForeignConsumerLoans;InternalCreditAssessment=OneToThreeInternalGrade;,,241800000.0,
0000073124-26-000016,FinancingReceivableExcludingAccruedInterestBeforeAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancingReceivablePortfolioSegment=ConsumerPortfolioSegment;FinancingReceivableRecordedInvestmentByClassOfFinancingReceivable=OtherConsumerLoan;,,232200000.0,
0000073124-26-000016,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2025,20251231,4,USD,,,240800000.0,
0000073124-26-000016,ForeignCurrencyTransactionGainLossBeforeTax,us-gaap/2025,20251231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,268000000.0,
0000073124-26-000016,Goodwill,us-gaap/2025,20231231,0,USD,BusinessSegments=AssetServicingSegment;,,621900000.0,
0000073124-26-000016,HeldToMaturitySecuritiesFairValue,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,20654500000.0,
0000073124-26-000016,HeldToMaturitySecuritiesFairValue,us-gaap/2025,20251231,0,USD,FinancialInstrument=CertificatesOfDeposit;,,440500000.0,
0000073124-26-000016,HeldToMaturitySecuritiesFairValue,us-gaap/2025,20251231,0,USD,FinancialInstrument=CommercialMortgageBackedSecurities;,,36300000.0,
0000073124-26-000016,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2025,20251231,4,USD,,,2339500000.0,
0000073124-26-000016,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2025,20251231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,1127100000.0,
0000073124-26-000016,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2025,20251231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,1297900000.0,
0000073124-26-000016,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2025,20251231,4,USD,ConsolidationItems=CorporateAndReconcilingItems;,,-85500000.0,
0000073124-26-000016,IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,us-gaap/2025,20251231,4,USD,Geographical=NonUs;,,556600000.0,
0000073124-26-000016,IncomeTaxExpenseBenefit,us-gaap/2025,20231231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,187100000.0,
0000073124-26-000016,IncomeTaxExpenseBenefit,us-gaap/2025,20231231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,245900000.0,
0000073124-26-000016,IncomeTaxExpenseBenefit,us-gaap/2025,20241231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,192400000.0,
0000073124-26-000016,IncomeTaxExpenseBenefit,us-gaap/2025,20251231,4,USD,ConsolidationItems=CorporateAndReconcilingItems;,,40900000.0,
0000073124-26-000016,IncreaseDecreaseInAccruedIncomeTaxesPayable,us-gaap/2025,20251231,4,USD,,,-104400000.0,
0000073124-26-000016,IncreaseDecreaseInDeposits,us-gaap/2025,20231231,4,USD,,,-8478400000.0,
0000073124-26-000016,IncreaseDecreaseInOtherOperatingCapitalNet,us-gaap/2025,20241231,4,USD,,,41600000.0,
0000073124-26-000016,IncreaseDecreaseInReceivables,us-gaap/2025,20251231,4,USD,,,42600000.0,
0000073124-26-000016,InterestAndDividendIncomeOperating,us-gaap/2025,20241231,4,USD,,,9762300000.0,
0000073124-26-000016,InterestBearingDepositsInBanks,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,1729400000.0,
0000073124-26-000016,InterestExpenseOperating,us-gaap/2025,20241231,4,USD,,,7585200000.0,
0000073124-26-000016,InterestIncomeExpenseAfterProvisionForLoanLoss,us-gaap/2025,20251231,4,USD,,,2418500000.0,
0000073124-26-000016,InterestIncomeExpenseNet,us-gaap/2025,20231231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,1197300000.0,
0000073124-26-000016,InterestIncomeExpenseNet,us-gaap/2025,20241231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,1209500000.0,
0000073124-26-000016,InterestIncomeExpenseNet,us-gaap/2025,20251231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,1042500000.0,
0000073124-26-000016,InterestPaidNet,us-gaap/2025,20251231,4,USD,,,6223700000.0,
0000073124-26-000016,Liabilities,us-gaap/2025,20241231,0,USD,ConsolidatedEntities=ParentCompany;,,5355100000.0,
0000073124-26-000016,NetCashProvidedByUsedInFinancingActivities,us-gaap/2025,20251231,4,USD,,,15175900000.0,
0000073124-26-000016,NetCashProvidedByUsedInInvestingActivities,us-gaap/2025,20231231,4,USD,,,4784100000.0,
0000073124-26-000016,NetCashProvidedByUsedInInvestingActivities,us-gaap/2025,20251231,4,USD,ConsolidatedEntities=ParentCompany;,,-116600000.0,
0000073124-26-000016,NetCashProvidedByUsedInOperatingActivities,us-gaap/2025,20251231,4,USD,,,5533500000.0,
0000073124-26-000016,NetIncomeLoss,us-gaap/2025,20231231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,677300000.0,
0000073124-26-000016,NetIncomeLoss,us-gaap/2025,20241231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,908200000.0,
0000073124-26-000016,NetIncomeLoss,us-gaap/2025,20241231,4,USD,EquityComponents=RetainedEarnings;,,2031100000.0,
0000073124-26-000016,NetIncomeLoss,us-gaap/2025,20251231,4,USD,Geographical=US;,,1297400000.0,
0000073124-26-000016,NetIncomeLossAvailableToCommonStockholdersBasic,us-gaap/2025,20241231,4,USD,ConsolidatedEntities=ParentCompany;,,1989300000.0,
0000073124-26-000016,NoninterestExpense,us-gaap/2025,20231231,4,USD,,,5284200000.0,
0000073124-26-000016,NoninterestIncome,us-gaap/2025,20241231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,3151000000.0,
0000073124-26-000016,NoninterestIncome,us-gaap/2025,20251231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,3366400000.0,
0000073124-26-000016,NoninterestIncomeOtherOperatingIncome,us-gaap/2025,20241231,4,USD,ProductOrService=BankOwnedLifeInsurance;,,79100000.0,
0000073124-26-000016,OtherBorrowings,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,0.0,
0000073124-26-000016,OtherBorrowings,us-gaap/2025,20241231,0,USD,FairValueByMeasurementBasis=CarryingReportedAmountFairValueDisclosure;,,6521000000.0,
0000073124-26-000016,OtherBorrowings,us-gaap/2025,20251231,0,USD,FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,7185500000.0,
0000073124-26-000016,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2025,20251231,4,USD,EquityComponents=AccumulatedOtherComprehensiveIncome;,,223500000.0,
0000073124-26-000016,OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToParent,us-gaap/2025,20251231,4,USD,EquityComponents=AccumulatedTranslationAdjustment;,,15800000.0,
0000073124-26-000016,OtherLiabilities,us-gaap/2025,20251231,0,USD,,,4949600000.0,
0000073124-26-000016,PaymentsForProceedsFromFederalReserveAndForeignCentralBankDeposits,0000073124-26-000016,20231231,4,USD,,,-6205900000.0,
0000073124-26-000016,PaymentsForProceedsFromLoansReceivable,us-gaap/2025,20241231,4,USD,,,-4165700000.0,
0000073124-26-000016,PaymentsForProceedsFromOtherInvestingActivities,us-gaap/2025,20251231,4,USD,ConsolidatedEntities=ParentCompany;,,116600000.0,
0000073124-26-000016,PaymentsForRepurchaseOfCommonStock,us-gaap/2025,20241231,4,USD,ConsolidatedEntities=ParentCompany;,,937800000.0,
0000073124-26-000016,PaymentsForSoftware,us-gaap/2025,20231231,4,USD,,,559300000.0,
0000073124-26-000016,PaymentsForSoftware,us-gaap/2025,20241231,4,USD,,,644000000.0,
0000073124-26-000016,PreferredStockSharesOutstanding,us-gaap/2025,20241231,0,shares,ClassOfStock=SeriesEPreferredStock;,,16000.0,
0000073124-26-000016,PreferredStockValue,us-gaap/2025,20241231,0,USD,ClassOfStock=SeriesEPreferredStock;,,391400000.0,
0000073124-26-000016,ProceedsFromIssuanceOfSeniorLongTermDebt,us-gaap/2025,20251231,4,USD,,,499800000.0,
0000073124-26-000016,ProceedsFromIssuanceOfSeniorLongTermDebt,us-gaap/2025,20251231,4,USD,ConsolidatedEntities=ParentCompany;,,499800000.0,
0000073124-26-000016,ProceedsFromIssuanceOfSubordinatedLongTermDebt,us-gaap/2025,20241231,4,USD,,,0.0,
0000073124-26-000016,ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,us-gaap/2025,20231231,4,USD,,,217500000.0,
0000073124-26-000016,ProceedsFromPaymentsForInSecuritiesSoldUnderAgreementsToRepurchase,us-gaap/2025,20241231,4,USD,,,-322700000.0,
0000073124-26-000016,ProceedsFromStockOptionsExercised,us-gaap/2025,20241231,4,USD,ConsolidatedEntities=ParentCompany;,,9400000.0,
0000073124-26-000016,ProfessionalFees,us-gaap/2025,20241231,4,USD,ConsolidationItems=CorporateAndReconcilingItems;,,763400000.0,
0000073124-26-000016,PropertyPlantAndEquipmentNet,us-gaap/2025,20241231,0,USD,PropertyPlantAndEquipmentByType=Equipment;,,196200000.0,
0000073124-26-000016,PropertyPlantAndEquipmentNet,us-gaap/2025,20251231,0,USD,PropertyPlantAndEquipmentByType=LandImprovements;,,11200000.0,
0000073124-26-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2025,20231231,4,USD,ProductOrService=ProductsandServicesOtherOperatingIncome;,,38900000.0,
0000073124-26-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2025,20241231,4,USD,ProductOrService=SecuritiesLending;,,74300000.0,
0000073124-26-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2025,20251231,4,USD,,,5017800000.0,
0000073124-26-000016,RevenueFromContractWithCustomerExcludingAssessedTax,us-gaap/2025,20251231,4,USD,BusinessSegments=WealthManagementSegment;ConsolidationItems=OperatingSegments;,,2217600000.0,
0000073124-26-000016,SecuritiesSoldUnderAgreementsToRepurchase,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,462000000.0,
0000073124-26-000016,SecuritiesSoldUnderAgreementsToRepurchase,us-gaap/2025,20251231,0,USD,,,292200000.0,
0000073124-26-000016,SecuritiesSoldUnderAgreementsToRepurchase,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,0.0,
0000073124-26-000016,SecurityCommissionsandTradingIncome,0000073124-26-000016,20251231,4,USD,,,170400000.0,
0000073124-26-000016,SeniorNotes,us-gaap/2025,20241231,0,USD,LongtermDebtType=FixedRateCorporateSeniorNotesDueMay2030;,,826500000.0,
0000073124-26-000016,SeniorNotes,us-gaap/2025,20241231,0,USD,LongtermDebtType=FixedRateCorporateSeniorNotesMay2029;,,465300000.0,
0000073124-26-000016,StockholdersEquity,us-gaap/2025,20221231,0,USD,EquityComponents=CommonStock;,,408600000.0,
0000073124-26-000016,StockholdersEquity,us-gaap/2025,20231231,0,USD,EquityComponents=AdditionalPaidInCapital;,,1009600000.0,
0000073124-26-000016,StockholdersEquity,us-gaap/2025,20241231,0,USD,EquityComponents=RetainedEarnings;,,15614700000.0,
0000073124-26-000016,StockIssuedDuringPeriodValueShareBasedCompensation,us-gaap/2025,20241231,4,USD,,,131900000.0,
0000073124-26-000016,SubordinatedDebtAndLongTermFederalHomeLoanBankAdvances,0000073124-26-000016,20251231,0,USD,,,3484400000.0,
0000073124-26-000016,TimeDeposits,us-gaap/2025,20241231,0,USD,,,5731700000.0,
0000073124-26-000016,TreasuryStockValueAcquiredCostMethod,us-gaap/2025,20241231,4,USD,,,937800000.0,
0000073124-26-000016,WeightedAverageNumberOfDilutedSharesOutstanding,us-gaap/2025,20241231,4,shares,,,201870105.0,
0000073124-26-000016,AccretionAmortizationOfDiscountsAndPremiumsInvestments,us-gaap/2025,20231231,4,USD,,,-3000000.0,
0000073124-26-000016,AccumulatedOtherComprehensiveIncomeLossNetOfTax,us-gaap/2025,20241231,0,USD,ConsolidatedEntities=ParentCompany;,,-814000000.0,
0000073124-26-000016,Assets,us-gaap/2025,20251231,0,USD,Geographical=NonUs;,,54803500000.0,
0000073124-26-000016,CashCashEquivalentsRestrictedCashAndRestrictedCashEquivalentsPeriodIncreaseDecreaseIncludingExchangeRateEffect,us-gaap/2025,20231231,4,USD,ConsolidatedEntities=ParentCompany;,,194100000.0,
0000073124-26-000016,CommonStockDividendsPerShareDeclared,us-gaap/2025,20231231,4,USD,,,3.0,
0000073124-26-000016,CommonStockDividendsPerShareDeclared,us-gaap/2025,20241231,4,USD,,,3.0,
0000073124-26-000016,CommonStockParOrStatedValuePerShare,us-gaap/2025,20251231,0,USD,,,1.6667,
0000073124-26-000016,CommonStockSharesAuthorized,us-gaap/2025,20251231,0,shares,,,560000000.0,
0000073124-26-000016,CommonStockSharesOutstanding,us-gaap/2025,20251231,0,shares,,,186337588.0,
0000073124-26-000016,CommonStockValue,us-gaap/2025,20251231,0,USD,ConsolidatedEntities=ParentCompany;,,408600000.0,
0000073124-26-000016,CreditLossExpenseReversalAndAvailableForSaleAllowanceForCreditLoss,0000073124-26-000016,20231231,4,USD,ConsolidationItems=CorporateAndReconcilingItems;,,0.0,
0000073124-26-000016,CreditLossExpenseReversalAndAvailableForSaleAllowanceForCreditLoss,0000073124-26-000016,20241231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,-4600000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleAmortizedCostExcludingAccruedInterestAfterAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancialInstrument=OtherAssetBackedSecurities;,,2720500000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;,,21600000000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=CoveredBonds;,,230900000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=ForeignGovernmentDebtSecurities;,,296800000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=CorporateDebtSecurities;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=ForeignGovernmentDebtSecurities;,,296800000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=OtherAssetBackedSecurities;,,2182700000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FinancialInstrument=CommercialMortgageBackedSecurities;,,590200000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20241231,0,USD,FinancialInstrument=ForeignGovernmentDebtSecurities;,,296800000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel1;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=SubSovereignSupranationalAndNonUsAgencyBonds;,,0.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=CommercialMortgageBackedSecurities;,,409000000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USGovernmentAgenciesDebtSecurities;,,16567500000.0,
0000073124-26-000016,DebtSecuritiesAvailableForSaleExcludingAccruedInterest,us-gaap/2025,20251231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel2;FairValueByMeasurementFrequency=FairValueMeasurementsRecurring;FinancialInstrument=USTreasuryAndGovernment;,,0.0,
0000073124-26-000016,DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,us-gaap/2025,20241231,0,USD,FinancialInstrument=SubSovereignSupranationalAndNonUsAgencyBonds;,,4146900000.0,
0000073124-26-000016,DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancialInstrument=CommercialMortgageBackedSecurities;,,37600000.0,
0000073124-26-000016,DebtSecuritiesHeldToMaturityExcludingAccruedInterestAfterAllowanceForCreditLoss,us-gaap/2025,20251231,0,USD,FinancialInstrument=SubSovereignSupranationalAndNonUsAgencyBonds;,,4511500000.0,
0000073124-26-000016,DeferredIncomeTaxExpenseBenefit,us-gaap/2025,20231231,4,USD,,,-48200000.0,
0000073124-26-000016,DeferredIncomeTaxExpenseBenefit,us-gaap/2025,20241231,4,USD,,,20700000.0,
0000073124-26-000016,DefinedBenefitPlanBenefitObligationIncreaseDecreaseForAmortizationPeriodAdjustment,0000073124-26-000016,20241231,4,USD,BusinessSegments=AssetServicingSegment;ConsolidationItems=OperatingSegments;,,70000000.0,
0000073124-26-000016,Deposits,us-gaap/2025,20241231,0,USD,FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,122536500000.0,
0000073124-26-000016,Deposits,us-gaap/2025,20251231,0,USD,,,142797700000.0,
0000073124-26-000016,DividendsCommonStock,us-gaap/2025,20231231,4,USD,,,630200000.0,
0000073124-26-000016,DividendsCommonStock,us-gaap/2025,20241231,4,USD,EquityComponents=RetainedEarnings;,,608400000.0,
0000073124-26-000016,DividendsCommonStock,us-gaap/2025,20251231,4,USD,,,600500000.0,
0000073124-26-000016,EarningsPerShareBasic,us-gaap/2025,20231231,4,USD,,,5.09,
0000073124-26-000016,EarningsPerShareBasic,us-gaap/2025,20241231,4,USD,,,9.8,
0000073124-26-000016,EarningsPerShareDiluted,us-gaap/2025,20251231,4,USD,,,8.74,
0000073124-26-000016,FederalFundsPurchased,us-gaap/2025,20241231,0,USD,FairValueByFairValueHierarchyLevel=FairValueInputsLevel3;FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,0.0,
0000073124-26-000016,FederalFundsPurchased,us-gaap/2025,20241231,0,USD,FairValueByMeasurementBasis=CarryingReportedAmountFairValueDisclosure;,,2159500000.0,
0000073124-26-000016,FederalFundsSoldAndSecuritiesPurchasedUnderAgreementsToResell,us-gaap/2025,20241231,0,USD,FairValueByMeasurementBasis=EstimateOfFairValueFairValueDisclosure;,,451000000.0,
0000073124-26-000016,FederalReserveAndForeignCentralBankDeposits,0000073124-26-000016,20251231,0,USD,,,53524900000.0,
0000073124-26-000016,FinancingReceivableDeferredIncome,us-gaap/2025,20241231,0,USD,,,6300000.0,
